"subject" "activity" "domain" "feature" "variable" "direction" "average"
"1564" 15 "SITTING" "t" "BodyGyroJerk" "mean()" "Y" -0.0431672344152137
"1565" 15 "SITTING" "t" "BodyGyroJerk" "mean()" "Z" -0.0583139570564103
"1566" 15 "SITTING" "t" "BodyGyroJerk" "std()" "X" -0.818156647435897
"1567" 15 "SITTING" "t" "BodyGyroJerk" "std()" "Y" -0.931336247094017
"1568" 15 "SITTING" "t" "BodyGyroJerk" "std()" "Z" -0.875100433760684
"1569" 15 "SITTING" "t" "BodyGyroJerkMag" "mean()" NA -0.887257107264957
"1570" 15 "SITTING" "t" "BodyGyroJerkMag" "std()" NA -0.901945432051282
"1571" 15 "SITTING" "t" "BodyGyroMag" "mean()" NA -0.794331126068376
"1572" 15 "SITTING" "t" "BodyGyroMag" "std()" NA -0.829068243247863
"1573" 15 "SITTING" "t" "GravityAcc" "mean()" "X" 0.603031476957265
"1574" 15 "SITTING" "t" "GravityAcc" "mean()" "Y" 0.209283010478632
"1575" 15 "SITTING" "t" "GravityAcc" "mean()" "Z" 0.167747283709402
"1576" 15 "SITTING" "t" "GravityAcc" "std()" "X" -0.974854731965812
"1577" 15 "SITTING" "t" "GravityAcc" "std()" "Y" -0.961288858119658
"1578" 15 "SITTING" "t" "GravityAcc" "std()" "Z" -0.944647789230769
"1579" 15 "SITTING" "t" "GravityAccMag" "mean()" NA -0.768194785982906
"1580" 15 "SITTING" "t" "GravityAccMag" "std()" NA -0.79597625042735
"1581" 16 "LAYING" "f" "BodyAcc" "mean()" "X" -0.700885147341803
"1582" 16 "LAYING" "f" "BodyAcc" "mean()" "Y" -0.671572147098798
"1583" 16 "LAYING" "f" "BodyAcc" "mean()" "Z" -0.660989948160437
"1584" 16 "LAYING" "f" "BodyAcc" "meanFreq()" "X" -0.238570460241803
"1585" 16 "LAYING" "f" "BodyAcc" "meanFreq()" "Y" -0.0276434719766667
"1586" 16 "LAYING" "f" "BodyAcc" "meanFreq()" "Z" 0.0278234635724863
"1587" 16 "LAYING" "f" "BodyAcc" "std()" "X" -0.656969045058415
"1588" 16 "LAYING" "f" "BodyAcc" "std()" "Y" -0.661844530506831
"1589" 16 "LAYING" "f" "BodyAcc" "std()" "Z" -0.605646725307104
"1590" 16 "LAYING" "f" "BodyAccJerk" "mean()" "X" -0.744662041612022
"1591" 16 "LAYING" "f" "BodyAccJerk" "mean()" "Y" -0.748627001551913
"1592" 16 "LAYING" "f" "BodyAccJerk" "mean()" "Z" -0.752302172079235
"1593" 16 "LAYING" "f" "BodyAccJerk" "meanFreq()" "X" -0.0318889109278689
"1594" 16 "LAYING" "f" "BodyAccJerk" "meanFreq()" "Y" -0.194511969031749
"1595" 16 "LAYING" "f" "BodyAccJerk" "meanFreq()" "Z" -0.170592442202459
"1596" 16 "LAYING" "f" "BodyAccJerk" "std()" "X" -0.73477673661306
"1597" 16 "LAYING" "f" "BodyAccJerk" "std()" "Y" -0.738434398105465
"1598" 16 "LAYING" "f" "BodyAccJerk" "std()" "Z" -0.782089515344262
"1599" 16 "LAYING" "f" "BodyAccMag" "mean()" NA -0.666962508246721
"1600" 16 "LAYING" "f" "BodyAccMag" "meanFreq()" NA 0.0558668214710383
"1601" 16 "LAYING" "f" "BodyAccMag" "std()" NA -0.712680990765301
"1602" 16 "LAYING" "f" "BodyBodyAccJerkMag" "mean()" NA -0.713167613706148
"1603" 16 "LAYING" "f" "BodyBodyAccJerkMag" "meanFreq()" NA 0.221683632275519
"1604" 16 "LAYING" "f" "BodyBodyAccJerkMag" "std()" NA -0.729869398769672
"1605" 16 "LAYING" "f" "BodyBodyGyroJerkMag" "mean()" NA -0.87277228273224
"1606" 16 "LAYING" "f" "BodyBodyGyroJerkMag" "meanFreq()" NA 0.153211239562049
"1607" 16 "LAYING" "f" "BodyBodyGyroJerkMag" "std()" NA -0.886533212213115
"1608" 16 "LAYING" "f" "BodyBodyGyroMag" "mean()" NA -0.81712881920765
"1609" 16 "LAYING" "f" "BodyBodyGyroMag" "meanFreq()" NA -0.0501221341519126
"1610" 16 "LAYING" "f" "BodyBodyGyroMag" "std()" NA -0.802078223409836
"1611" 16 "LAYING" "f" "BodyGyro" "mean()" "X" -0.789780147036612
"1612" 16 "LAYING" "f" "BodyGyro" "mean()" "Y" -0.815962130027322
"1613" 16 "LAYING" "f" "BodyGyro" "mean()" "Z" -0.756286641721311
"1614" 16 "LAYING" "f" "BodyGyro" "meanFreq()" "X" -0.137899091231284
"1615" 16 "LAYING" "f" "BodyGyro" "meanFreq()" "Y" -0.158018408842896
"1616" 16 "LAYING" "f" "BodyGyro" "meanFreq()" "Z" -0.0538946293731967
"1617" 16 "LAYING" "f" "BodyGyro" "std()" "X" -0.804991831502732
"1618" 16 "LAYING" "f" "BodyGyro" "std()" "Y" -0.809421448142077
"1619" 16 "LAYING" "f" "BodyGyro" "std()" "Z" -0.756993640724044
"1620" 16 "LAYING" "t" "BodyAcc" "mean()" "X" 0.277887440374317
"1621" 16 "LAYING" "t" "BodyAcc" "mean()" "Y" -0.0158567888309016
"1622" 16 "LAYING" "t" "BodyAcc" "mean()" "Z" -0.107263924445355
"1623" 16 "LAYING" "t" "BodyAcc" "std()" "X" -0.668161498298634
"1624" 16 "LAYING" "t" "BodyAcc" "std()" "Y" -0.649947067892896
"1625" 16 "LAYING" "t" "BodyAcc" "std()" "Z" -0.603819902386066
"1626" 16 "LAYING" "t" "BodyAccJerk" "mean()" "X" 0.0775488885374317
"1627" 16 "LAYING" "t" "BodyAccJerk" "mean()" "Y" 0.00884018328270219
"1628" 16 "LAYING" "t" "BodyAccJerk" "mean()" "Z" -0.00143730005564208
"1629" 16 "LAYING" "t" "BodyAccJerk" "std()" "X" -0.72786174352459
"1630" 16 "LAYING" "t" "BodyAccJerk" "std()" "Y" -0.735080198043716
"1631" 16 "LAYING" "t" "BodyAccJerk" "std()" "Z" -0.767873049380055
"1632" 16 "LAYING" "t" "BodyAccJerkMag" "mean()" NA -0.725246870486339
"1633" 16 "LAYING" "t" "BodyAccJerkMag" "std()" NA -0.719647028238525
"1634" 16 "LAYING" "t" "BodyAccMag" "mean()" NA -0.616131116889044
"1635" 16 "LAYING" "t" "BodyAccMag" "std()" NA -0.661719690491803
"1636" 16 "LAYING" "t" "BodyGyro" "mean()" "X" -0.0122341446725137
"1637" 16 "LAYING" "t" "BodyGyro" "mean()" "Y" -0.0724444803980874
"1638" 16 "LAYING" "t" "BodyGyro" "mean()" "Z" 0.0730144651530055
"1639" 16 "LAYING" "t" "BodyGyro" "std()" "X" -0.799534450491803
"1640" 16 "LAYING" "t" "BodyGyro" "std()" "Y" -0.810124133715847
"1641" 16 "LAYING" "t" "BodyGyro" "std()" "Z" -0.737629967961749
"1642" 16 "LAYING" "t" "BodyGyroJerk" "mean()" "X" -0.107361614801257
"1643" 16 "LAYING" "t" "BodyGyroJerk" "mean()" "Y" -0.0416615668939617
"1644" 16 "LAYING" "t" "BodyGyroJerk" "mean()" "Z" -0.0539470410873497
"1645" 16 "LAYING" "t" "BodyGyroJerk" "std()" "X" -0.858298719153005
"1646" 16 "LAYING" "t" "BodyGyroJerk" "std()" "Y" -0.86957312057377
"1647" 16 "LAYING" "t" "BodyGyroJerk" "std()" "Z" -0.837039926065574
"1648" 16 "LAYING" "t" "BodyGyroJerkMag" "mean()" NA -0.860446372459016
"1649" 16 "LAYING" "t" "BodyGyroJerkMag" "std()" NA -0.87480016568306
"1650" 16 "LAYING" "t" "BodyGyroMag" "mean()" NA -0.718168775628415
"1651" 16 "LAYING" "t" "BodyGyroMag" "std()" NA -0.78482286579235
"1652" 16 "LAYING" "t" "GravityAcc" "mean()" "X" 0.700906130308743
"1653" 16 "LAYING" "t" "GravityAcc" "mean()" "Y" -0.0605235993797814
"1654" 16 "LAYING" "t" "GravityAcc" "mean()" "Z" 0.0402075536234973
"1655" 16 "LAYING" "t" "GravityAcc" "std()" "X" -0.971156432131148
"1656" 16 "LAYING" "t" "GravityAcc" "std()" "Y" -0.964727519945355
"1657" 16 "LAYING" "t" "GravityAcc" "std()" "Z" -0.945294028639344
"1658" 16 "LAYING" "t" "GravityAccMag" "mean()" NA -0.616131116889044
"1659" 16 "LAYING" "t" "GravityAccMag" "std()" NA -0.661719690491803
"1660" 17 "LAYING" "f" "BodyAcc" "mean()" "X" -0.651780423718288
"1661" 17 "LAYING" "f" "BodyAcc" "mean()" "Y" -0.601741376260245
"1662" 17 "LAYING" "f" "BodyAcc" "mean()" "Z" -0.718947424896739
"1663" 17 "LAYING" "f" "BodyAcc" "meanFreq()" "X" -0.226292383353533
"1664" 17 "LAYING" "f" "BodyAcc" "meanFreq()" "Y" 0.00529992922366848
"1665" 17 "LAYING" "f" "BodyAcc" "meanFreq()" "Z" 0.00755635803706522
"1666" 17 "LAYING" "f" "BodyAcc" "std()" "X" -0.59351017342337
"1667" 17 "LAYING" "f" "BodyAcc" "std()" "Y" -0.576930056063587
"1668" 17 "LAYING" "f" "BodyAcc" "std()" "Z" -0.656622932009511
"1669" 17 "LAYING" "f" "BodyAccJerk" "mean()" "X" -0.716681622653533
"1670" 17 "LAYING" "f" "BodyAccJerk" "mean()" "Y" -0.694754837788043
"1671" 17 "LAYING" "f" "BodyAccJerk" "mean()" "Z" -0.802528785896739
"1672" 17 "LAYING" "f" "BodyAccJerk" "meanFreq()" "X" -0.0799059758048913
"1673" 17 "LAYING" "f" "BodyAccJerk" "meanFreq()" "Y" -0.161634762970163
"1674" 17 "LAYING" "f" "BodyAccJerk" "meanFreq()" "Z" -0.162384817735924
"1675" 17 "LAYING" "f" "BodyAccJerk" "std()" "X" -0.67654494089212
"1676" 17 "LAYING" "f" "BodyAccJerk" "std()" "Y" -0.663158393238587
"1677" 17 "LAYING" "f" "BodyAccJerk" "std()" "Z" -0.822801747581522
"1678" 17 "LAYING" "f" "BodyAccMag" "mean()" NA -0.646189154826902
"1679" 17 "LAYING" "f" "BodyAccMag" "meanFreq()" NA 0.035532440850462
"1680" 17 "LAYING" "f" "BodyAccMag" "std()" NA -0.687536943227717
"1681" 17 "LAYING" "f" "BodyBodyAccJerkMag" "mean()" NA -0.697575558993207
"1682" 17 "LAYING" "f" "BodyBodyAccJerkMag" "meanFreq()" NA 0.216394127864783
"1683" 17 "LAYING" "f" "BodyBodyAccJerkMag" "std()" NA -0.692595778979891
"1684" 17 "LAYING" "f" "BodyBodyGyroJerkMag" "mean()" NA -0.829124468315217
"1685" 17 "LAYING" "f" "BodyBodyGyroJerkMag" "meanFreq()" NA 0.232792536134511
"1686" 17 "LAYING" "f" "BodyBodyGyroJerkMag" "std()" NA -0.833701023152174
"1687" 17 "LAYING" "f" "BodyBodyGyroMag" "mean()" NA -0.769498551467391
"1688" 17 "LAYING" "f" "BodyBodyGyroMag" "meanFreq()" NA 0.00488337138671196
"1689" 17 "LAYING" "f" "BodyBodyGyroMag" "std()" NA -0.782232494673913
"1690" 17 "LAYING" "f" "BodyGyro" "mean()" "X" -0.728710411180707
"1691" 17 "LAYING" "f" "BodyGyro" "mean()" "Y" -0.774745258994565
"1692" 17 "LAYING" "f" "BodyGyro" "mean()" "Z" -0.726857840652174
"1693" 17 "LAYING" "f" "BodyGyro" "meanFreq()" "X" -0.0811027581206794
"1694" 17 "LAYING" "f" "BodyGyro" "meanFreq()" "Y" -0.106778297950136
"1695" 17 "LAYING" "f" "BodyGyro" "meanFreq()" "Z" -0.0322664579146196
"1696" 17 "LAYING" "f" "BodyGyro" "std()" "X" -0.770057225710326
"1697" 17 "LAYING" "f" "BodyGyro" "std()" "Y" -0.761335243695652
"1698" 17 "LAYING" "f" "BodyGyro" "std()" "Z" -0.745101477910326
"1699" 17 "LAYING" "t" "BodyAcc" "mean()" "X" 0.274029548065217
"1700" 17 "LAYING" "t" "BodyAcc" "mean()" "Y" -0.0175416045074728
"1701" 17 "LAYING" "t" "BodyAcc" "mean()" "Z" -0.109199853130082
"1702" 17 "LAYING" "t" "BodyAcc" "std()" "X" -0.608455243870734
"1703" 17 "LAYING" "t" "BodyAcc" "std()" "Y" -0.567005319464348
"1704" 17 "LAYING" "t" "BodyAcc" "std()" "Z" -0.660582755619022
"1705" 17 "LAYING" "t" "BodyAccJerk" "mean()" "X" 0.0814060565059783
"1706" 17 "LAYING" "t" "BodyAccJerk" "mean()" "Y" 0.00848949673339674
"1707" 17 "LAYING" "t" "BodyAccJerk" "mean()" "Z" 0.00270288011005435
"1708" 17 "LAYING" "t" "BodyAccJerk" "std()" "X" -0.682603096154891
"1709" 17 "LAYING" "t" "BodyAccJerk" "std()" "Y" -0.668693821044565
"1710" 17 "LAYING" "t" "BodyAccJerk" "std()" "Z" -0.813339560652174
"1711" 17 "LAYING" "t" "BodyAccJerkMag" "mean()" NA -0.696465197235054
"1712" 17 "LAYING" "t" "BodyAccJerkMag" "std()" NA -0.693946394750815
"1713" 17 "LAYING" "t" "BodyAccMag" "mean()" NA -0.568367244093859
"1714" 17 "LAYING" "t" "BodyAccMag" "std()" NA -0.636074477703533
"1715" 17 "LAYING" "t" "BodyGyro" "mean()" "X" -0.0146686177049565
"1716" 17 "LAYING" "t" "BodyGyro" "mean()" "Y" -0.082710926198038
"1717" 17 "LAYING" "t" "BodyGyro" "mean()" "Z" 0.077025064375462
"1718" 17 "LAYING" "t" "BodyGyro" "std()" "X" -0.759011119945652
"1719" 17 "LAYING" "t" "BodyGyro" "std()" "Y" -0.764867040625
"1720" 17 "LAYING" "t" "BodyGyro" "std()" "Z" -0.720741038680163
"1721" 17 "LAYING" "t" "BodyGyroJerk" "mean()" "X" -0.107854170946467
"1722" 17 "LAYING" "t" "BodyGyroJerk" "mean()" "Y" -0.039171944702962
"1723" 17 "LAYING" "t" "BodyGyroJerk" "mean()" "Z" -0.0508496510874185
"1724" 17 "LAYING" "t" "BodyGyroJerk" "std()" "X" -0.788387981630435
"1725" 17 "LAYING" "t" "BodyGyroJerk" "std()" "Y" -0.825988662771739
"1726" 17 "LAYING" "t" "BodyGyroJerk" "std()" "Z" -0.808251302907609
"1727" 17 "LAYING" "t" "BodyGyroJerkMag" "mean()" NA -0.810438232853261
"1728" 17 "LAYING" "t" "BodyGyroJerkMag" "std()" NA -0.825255969701087
"1729" 17 "LAYING" "t" "BodyGyroMag" "mean()" NA -0.676185123284103
"1730" 17 "LAYING" "t" "BodyGyroMag" "std()" NA -0.750145260967391
"1731" 17 "LAYING" "t" "GravityAcc" "mean()" "X" 0.69893741138587
"1732" 17 "LAYING" "t" "GravityAcc" "mean()" "Y" -0.013734698125
"1733" 17 "LAYING" "t" "GravityAcc" "mean()" "Z" -0.0177042428953804
"1734" 17 "LAYING" "t" "GravityAcc" "std()" "X" -0.971771652907609
"1735" 17 "LAYING" "t" "GravityAcc" "std()" "Y" -0.958810046467391
"1736" 17 "LAYING" "t" "GravityAcc" "std()" "Z" -0.949039213831522
"1737" 17 "LAYING" "t" "GravityAccMag" "mean()" NA -0.568367244093859
"1738" 17 "LAYING" "t" "GravityAccMag" "std()" NA -0.636074477703533
"1739" 18 "WALKING" "f" "BodyAcc" "mean()" "X" -0.744749031875
"1740" 18 "WALKING" "f" "BodyAcc" "mean()" "Y" -0.690897101057692
"1741" 18 "WALKING" "f" "BodyAcc" "mean()" "Z" -0.822796272884615
"1742" 18 "WALKING" "f" "BodyAcc" "meanFreq()" "X" -0.181033140312851
"1743" 18 "WALKING" "f" "BodyAcc" "meanFreq()" "Y" 0.0147789563355769
"1744" 18 "WALKING" "f" "BodyAcc" "meanFreq()" "Z" -0.00837583699807693
"1745" 18 "WALKING" "f" "BodyAcc" "std()" "X" -0.721478986153846
"1746" 18 "WALKING" "f" "BodyAcc" "std()" "Y" -0.666702601067308
"1747" 18 "WALKING" "f" "BodyAcc" "std()" "Z" -0.752665749889423
"1748" 18 "WALKING" "f" "BodyAccJerk" "mean()" "X" -0.777145342740385
"1749" 18 "WALKING" "f" "BodyAccJerk" "mean()" "Y" -0.760793109615385
"1750" 18 "WALKING" "f" "BodyAccJerk" "mean()" "Z" -0.879102215865385
"1751" 18 "WALKING" "f" "BodyAccJerk" "meanFreq()" "X" -0.0415699509519231
"1752" 18 "WALKING" "f" "BodyAccJerk" "meanFreq()" "Y" -0.214482176636394
"1753" 18 "WALKING" "f" "BodyAccJerk" "meanFreq()" "Z" -0.0892579069245192
"1754" 18 "WALKING" "f" "BodyAccJerk" "std()" "X" -0.775219162788462
"1755" 18 "WALKING" "f" "BodyAccJerk" "std()" "Y" -0.755009613365385
"1756" 18 "WALKING" "f" "BodyAccJerk" "std()" "Z" -0.901341426298077
"1757" 18 "WALKING" "f" "BodyAccMag" "mean()" NA -0.735084941985577
"1758" 18 "WALKING" "f" "BodyAccMag" "meanFreq()" NA 0.0939107208471154
"1759" 18 "WALKING" "f" "BodyAccMag" "std()" NA -0.769815429663462
"1760" 18 "WALKING" "f" "BodyBodyAccJerkMag" "mean()" NA -0.771023956860577
"1761" 18 "WALKING" "f" "BodyBodyAccJerkMag" "meanFreq()" NA 0.253077249489149
"1762" 18 "WALKING" "f" "BodyBodyAccJerkMag" "std()" NA -0.785416341201923
"1763" 18 "WALKING" "f" "BodyBodyGyroJerkMag" "mean()" NA -0.906618600288462
"1764" 18 "WALKING" "f" "BodyBodyGyroJerkMag" "meanFreq()" NA 0.136472474402067
"1765" 18 "WALKING" "f" "BodyBodyGyroJerkMag" "std()" NA -0.917877494139423
"1766" 18 "WALKING" "f" "BodyBodyGyroMag" "mean()" NA -0.837031427067308
"1767" 18 "WALKING" "f" "BodyBodyGyroMag" "meanFreq()" NA -0.0986364542399038
"1768" 18 "WALKING" "f" "BodyBodyGyroMag" "std()" NA -0.805546287307692
"1769" 18 "WALKING" "f" "BodyGyro" "mean()" "X" -0.793787668605769
"1770" 18 "WALKING" "f" "BodyGyro" "mean()" "Y" -0.849176455
"1771" 18 "WALKING" "f" "BodyGyro" "mean()" "Z" -0.789381459663462
"1772" 18 "WALKING" "f" "BodyGyro" "meanFreq()" "X" -0.0959895970413462
"1773" 18 "WALKING" "f" "BodyGyro" "meanFreq()" "Y" -0.284939054436538
"1774" 18 "WALKING" "f" "BodyGyro" "meanFreq()" "Z" -0.0978526013629808
"1775" 18 "WALKING" "f" "BodyGyro" "std()" "X" -0.826478471086538
"1776" 18 "WALKING" "f" "BodyGyro" "std()" "Y" -0.766506593028846
"1777" 18 "WALKING" "f" "BodyGyro" "std()" "Z" -0.815015477740385
"1778" 18 "WALKING" "t" "BodyAcc" "mean()" "X" 0.277532463990385
"1779" 18 "WALKING" "t" "BodyAcc" "mean()" "Y" -0.0166320241974519
"1780" 18 "WALKING" "t" "BodyAcc" "mean()" "Z" -0.109979302360577
"1781" 18 "WALKING" "t" "BodyAcc" "std()" "X" -0.727424520817308
"1782" 18 "WALKING" "t" "BodyAcc" "std()" "Y" -0.660359480980769
"1783" 18 "WALKING" "t" "BodyAcc" "std()" "Z" -0.763189317548077
"1784" 18 "WALKING" "t" "BodyAccJerk" "mean()" "X" 0.0779593650163461
"1785" 18 "WALKING" "t" "BodyAccJerk" "mean()" "Y" 0.00909718260949519
"1786" 18 "WALKING" "t" "BodyAccJerk" "mean()" "Z" -0.00106857080784615
"1787" 18 "WALKING" "t" "BodyAccJerk" "std()" "X" -0.76586963875
"1788" 18 "WALKING" "t" "BodyAccJerk" "std()" "Y" -0.749856730817308
"1789" 18 "WALKING" "t" "BodyAccJerk" "std()" "Z" -0.890859767067308
"1790" 18 "WALKING" "t" "BodyAccJerkMag" "mean()" NA -0.785910973269231
"1791" 18 "WALKING" "t" "BodyAccJerkMag" "std()" NA -0.776923896471154
"1792" 18 "WALKING" "t" "BodyAccMag" "mean()" NA -0.697312153605769
"1793" 18 "WALKING" "t" "BodyAccMag" "std()" NA -0.730271805927885
"1794" 18 "WALKING" "t" "BodyGyro" "mean()" "X" -0.0322331371552885
"1795" 18 "WALKING" "t" "BodyGyro" "mean()" "Y" -0.0702763082291827
"1796" 18 "WALKING" "t" "BodyGyro" "mean()" "Z" 0.0842980728913462
"1797" 18 "WALKING" "t" "BodyGyro" "std()" "X" -0.817285227177885
"1798" 18 "WALKING" "t" "BodyGyro" "std()" "Y" -0.792461568653846
"1799" 18 "WALKING" "t" "BodyGyro" "std()" "Z" -0.794378538509615
"1800" 18 "WALKING" "t" "BodyGyroJerk" "mean()" "X" -0.0955440540863462
"1801" 18 "WALKING" "t" "BodyGyroJerk" "mean()" "Y" -0.0426831572692308
"1802" 18 "WALKING" "t" "BodyGyroJerk" "mean()" "Z" -0.0496270950754808
"1803" 18 "WALKING" "t" "BodyGyroJerk" "std()" "X" -0.834848288028846
"1804" 18 "WALKING" "t" "BodyGyroJerk" "std()" "Y" -0.915314038413461
"1805" 18 "WALKING" "t" "BodyGyroJerk" "std()" "Z" -0.860623664375
"1806" 18 "WALKING" "t" "BodyGyroJerkMag" "mean()" NA -0.879167433125
"1807" 18 "WALKING" "t" "BodyGyroJerkMag" "std()" NA -0.908561989326923
"1808" 18 "WALKING" "t" "BodyGyroMag" "mean()" NA -0.744997704182692
"1809" 18 "WALKING" "t" "BodyGyroMag" "std()" NA -0.795796275384615
"1810" 18 "WALKING" "t" "GravityAcc" "mean()" "X" 0.756037328221154
"1811" 18 "WALKING" "t" "GravityAcc" "mean()" "Y" 0.00878710293269231
"1812" 18 "WALKING" "t" "GravityAcc" "mean()" "Z" 0.123233612144231
"1813" 18 "WALKING" "t" "GravityAcc" "std()" "X" -0.984742098269231
"1814" 18 "WALKING" "t" "GravityAcc" "std()" "Y" -0.970366920048077
"1815" 18 "WALKING" "t" "GravityAcc" "std()" "Z" -0.962907091682692
"1816" 18 "WALKING" "t" "GravityAccMag" "mean()" NA -0.697312153605769
"1817" 18 "WALKING" "t" "GravityAccMag" "std()" NA -0.730271805927885
"1818" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "mean()" "X" -0.673532741602564
"1819" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "mean()" "Y" -0.627343087307692
"1820" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "mean()" "Z" -0.679139751025641
"1821" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "meanFreq()" "X" -0.249294619669231
"1822" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "meanFreq()" "Y" 0.0134322444608974
"1823" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "meanFreq()" "Z" 0.0167198494432115
"1824" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "std()" "X" -0.643012633269231
"1825" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "std()" "Y" -0.587685753916667
"1826" 18 "WALKING_DOWNSTAIRS" "f" "BodyAcc" "std()" "Z" -0.617818544679487
"1827" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "mean()" "X" -0.713853056602564
"1828" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "mean()" "Y" -0.721873891089744
"1829" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "mean()" "Z" -0.771605239230769
"1830" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "meanFreq()" "X" -0.105897247203846
"1831" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "meanFreq()" "Y" -0.208224146023077
"1832" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "meanFreq()" "Z" -0.16853990023141
"1833" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "std()" "X" -0.698916201602564
"1834" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "std()" "Y" -0.71811546301282
"1835" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccJerk" "std()" "Z" -0.805272325705128
"1836" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccMag" "mean()" NA -0.647930089102564
"1837" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccMag" "meanFreq()" NA 0.0873691073596154
"1838" 18 "WALKING_DOWNSTAIRS" "f" "BodyAccMag" "std()" NA -0.686022213333333
"1839" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyAccJerkMag" "mean()" NA -0.70405697525641
"1840" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyAccJerkMag" "meanFreq()" NA 0.186622273622436
"1841" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyAccJerkMag" "std()" NA -0.703221489807692
"1842" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyGyroJerkMag" "mean()" NA -0.855388919038461
"1843" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyGyroJerkMag" "meanFreq()" NA 0.268910169823077
"1844" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyGyroJerkMag" "std()" NA -0.881312495897436
"1845" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyGyroMag" "mean()" NA -0.788626892948718
"1846" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyGyroMag" "meanFreq()" NA -0.00234728622564103
"1847" 18 "WALKING_DOWNSTAIRS" "f" "BodyBodyGyroMag" "std()" NA -0.768752857551282
"1848" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "mean()" "X" -0.779717596076923
"1849" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "mean()" "Y" -0.772665113910256
"1850" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "mean()" "Z" -0.711320518717949
"1851" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "meanFreq()" "X" -0.137071917868269
"1852" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "meanFreq()" "Y" -0.192861499249167
"1853" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "meanFreq()" "Z" -0.0774130371467949
"1854" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "std()" "X" -0.793104268326923
"1855" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "std()" "Y" -0.750544169423077
"1856" 18 "WALKING_DOWNSTAIRS" "f" "BodyGyro" "std()" "Z" -0.70153658224359
"1857" 18 "WALKING_DOWNSTAIRS" "t" "BodyAcc" "mean()" "X" 0.274713069679487
"1858" 18 "WALKING_DOWNSTAIRS" "t" "BodyAcc" "mean()" "Y" -0.0181513286089596
"1859" 18 "WALKING_DOWNSTAIRS" "t" "BodyAcc" "mean()" "Z" -0.105622849346154
"1860" 18 "WALKING_DOWNSTAIRS" "t" "BodyAcc" "std()" "X" -0.65087337051282
"1861" 18 "WALKING_DOWNSTAIRS" "t" "BodyAcc" "std()" "Y" -0.582794875788462
"1862" 18 "WALKING_DOWNSTAIRS" "t" "BodyAcc" "std()" "Z" -0.619471669038462
"1863" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccJerk" "mean()" "X" 0.0768429968839744
"1864" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccJerk" "mean()" "Y" 0.0179355279941026
"1865" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccJerk" "mean()" "Z" 0.00340469970022564
"1866" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccJerk" "std()" "X" -0.693010865128205
"1867" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccJerk" "std()" "Y" -0.710452434551282
"1868" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccJerk" "std()" "Z" -0.789121764230769
"1869" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccJerkMag" "mean()" NA -0.711229615064103
"1870" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccJerkMag" "std()" NA -0.702931367692308
"1871" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccMag" "mean()" NA -0.606449350128205
"1872" 18 "WALKING_DOWNSTAIRS" "t" "BodyAccMag" "std()" NA -0.635538669641026
